cluster,source_entity,source_field,evidence_status,declared_type,declared_not_null,inline_primary_key,inline_unique,ddl_receipt,annotation_receipt,proposed_contract_field,proposed_type,handling,target_status
recruitment,exam_question_answer,question_type,declared,tinyInteger(),False,False,False,console/migrations/m240808_113636_certificate.php:102,common/models/ExamQuestionAnswer.php:17,recruitment.ExamQuestionAnswer.question_type,SourceEnum,explicit per-domain mapping; unknown value HOLD; never grants,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam_question_answer,question_uuid,declared,char(60),False,False,False,console/migrations/m240808_113636_certificate.php:102,common/models/ExamQuestionAnswer.php:16,recruitment.ExamQuestionAnswer.question_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam_question_answer,updated_at,declared,dateTime(),False,False,False,console/migrations/m240808_113636_certificate.php:102,common/models/ExamQuestionAnswer.php:23,recruitment.ExamQuestionAnswer.updated_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam_question_choice,choice_sort_order,declared,integer(11),False,False,False,console/migrations/m240808_113636_certificate.php:78,common/models/ExamQuestionChoice.php:17,recruitment.ExamQuestionChoice.choice_sort_order,ExactInteger,synthetic bounded values; range and null checks,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam_question_choice,choice_uuid,declared,char(60),False,False,False,console/migrations/m240808_113636_certificate.php:78,common/models/ExamQuestionChoice.php:13,recruitment.ExamQuestionChoice.choice_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam_question_choice,choice_value_ar,declared,string(),False,False,False,console/migrations/m240808_113636_certificate.php:78,common/models/ExamQuestionChoice.php:16,recruitment.ExamQuestionChoice.choice_value_ar,SourceText,synthetic replacement; semantic review before import,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam_question_choice,choice_value_en,declared,string(),True,False,False,console/migrations/m240808_113636_certificate.php:78,common/models/ExamQuestionChoice.php:15,recruitment.ExamQuestionChoice.choice_value_en,SourceText,synthetic replacement; semantic review before import,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam_question_choice,created_at,declared,dateTime(),False,False,False,console/migrations/m240808_113636_certificate.php:78,common/models/ExamQuestionChoice.php:19,recruitment.ExamQuestionChoice.created_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam_question_choice,is_deleted,declared,boolean(),False,False,False,console/migrations/m240808_113636_certificate.php:78,common/models/ExamQuestionChoice.php:18,recruitment.ExamQuestionChoice.is_deleted,SourceEnum,explicit per-domain mapping; unknown value HOLD; never grants,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam_question_choice,question_uuid,declared,char(60),False,False,False,console/migrations/m240808_113636_certificate.php:78,common/models/ExamQuestionChoice.php:14,recruitment.ExamQuestionChoice.question_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
recruitment,exam_question_choice,updated_at,declared,dateTime(),False,False,False,console/migrations/m240808_113636_certificate.php:78,common/models/ExamQuestionChoice.php:20,recruitment.ExamQuestionChoice.updated_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
finance,expense,amount,declared,"decimal(10, 3)",False,False,False,console/migrations/m220628_134842_expense.php:21,common/models/Expense.php:19,finance.Expense.amount,MoneyDecimal,exact coefficient/scale and currency; snapshots immutable; unresolved currency HOLD,PROPOSED; runtime schema and semantic acceptance unverified
finance,expense,created_at,declared,dateTime(),False,False,False,console/migrations/m220628_134842_expense.php:21,common/models/Expense.php:23,finance.Expense.created_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
finance,expense,created_by,declared,integer(11),False,False,False,console/migrations/m220628_134842_expense.php:21,common/models/Expense.php:21,finance.Expense.created_by,ExactInteger,synthetic bounded values; range and null checks,PROPOSED; runtime schema and semantic acceptance unverified
finance,expense,detail,declared,literal-or-annotation:string,False,False,False,console/migrations/m220628_134842_expense.php:21,common/models/Expense.php:18,finance.Expense.detail,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
finance,expense,expense_uuid,declared,char(60),False,False,False,console/migrations/m220628_134842_expense.php:21,common/models/Expense.php:15,finance.Expense.expense_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
finance,expense,title,declared,literal-or-annotation:string,True,False,False,console/migrations/m220628_134842_expense.php:21,common/models/Expense.php:16,finance.Expense.title,SourceText,synthetic replacement; semantic review before import,PROPOSED; runtime schema and semantic acceptance unverified
finance,expense,transaction_datetime,declared,literal-or-annotation:string,False,False,False,console/migrations/m220628_161106_expense_date.php:15,common/models/Expense.php:20,finance.Expense.transaction_datetime,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
finance,expense,type,declared,string(128),True,False,False,console/migrations/m220628_134842_expense.php:21,common/models/Expense.php:17,finance.Expense.type,SourceEnum,explicit per-domain mapping; unknown value HOLD; never grants,PROPOSED; runtime schema and semantic acceptance unverified
finance,expense,updated_at,declared,dateTime(),False,False,False,console/migrations/m220628_134842_expense.php:21,common/models/Expense.php:24,finance.Expense.updated_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
finance,expense,updated_by,declared,integer(11),False,False,False,console/migrations/m220628_134842_expense.php:21,common/models/Expense.php:22,finance.Expense.updated_by,ExactInteger,synthetic bounded values; range and null checks,PROPOSED; runtime schema and semantic acceptance unverified
communication,file,company_id,declared,integer(),False,False,False,console/migrations/m200806_102214_file_tbl.php:22,common/models/File.php:15,communication.File.company_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
communication,file,file_created_datetime,declared,datetime(),True,False,False,console/migrations/m200806_102214_file_tbl.php:22,common/models/File.php:22,communication.File.file_created_datetime,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
communication,file,file_description,declared,text(),False,False,False,console/migrations/m200806_102214_file_tbl.php:22,common/models/File.php:17,communication.File.file_description,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
communication,file,file_name,declared,string(),False,False,False,console/migrations/m200806_102214_file_tbl.php:22,common/models/File.php:18,communication.File.file_name,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
communication,file,file_s3_path,declared,string(225),False,False,False,console/migrations/m200806_102214_file_tbl.php:22,common/models/File.php:21,communication.File.file_s3_path,DocumentReference,substitute bytes; private owner/type/version; unsupported type HOLD,PROPOSED; runtime schema and semantic acceptance unverified
communication,file,file_size,declared,integer(),False,False,False,console/migrations/m200806_102214_file_tbl.php:22,common/models/File.php:20,communication.File.file_size,ExactInteger,synthetic bounded values; range and null checks,PROPOSED; runtime schema and semantic acceptance unverified
communication,file,file_title,declared,string(),True,False,False,console/migrations/m200806_102214_file_tbl.php:22,common/models/File.php:16,communication.File.file_title,SourceText,synthetic replacement; semantic review before import,PROPOSED; runtime schema and semantic acceptance unverified
communication,file,file_type,declared,string(100),False,False,False,console/migrations/m200924_120455_file_type.php:15,common/models/File.php:19,communication.File.file_type,SourceEnum,explicit per-domain mapping; unknown value HOLD; never grants,PROPOSED; runtime schema and semantic acceptance unverified
communication,file,file_uuid,declared,char(60),False,False,False,console/migrations/m200806_102214_file_tbl.php:22,common/models/File.php:14,communication.File.file_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
work,firing_hitmap,company_id,declared,integer(11),True,False,False,console/migrations/m240630_171036_hitmap.php:21,common/models/FiringHitmap.php:15,work.FiringHitmap.company_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
